English,Hindi
percent decrease,प्रतिशत ह्रास
percentile,शततमक
perfect cube,पूर्ण घन
perfect gas,आदर्श गैस
perfect number,परिपूर्ण संख्या
perfect set,परिपूर्ण समुच्चय
perfect square,पूर्ण वर्ग
perfect square expression,पूर्ण वर्ग व्यंजक
perimeter,परिमाप
period," आवर्तकाल , अवधिकाल , आवर्तक , आवर्तनांक(त्रि कोणमिति ) , कल्प , कालांक"
periodic curve,आवर्ती वक्र
periodic disturbances,आवर्ती विक्षोभ
periodic function,आवर्ती फलन
periodic motion,आवर्ती गति
period of revolution,परिक्रमण काल
period of rotation,घूर्णन काल
periodogram,आवर्तिता वक्र
peripheral," परिधीय, उपान्तीय , परिरेखीय"
permissible,"अनुमेय, अनुज्ञेय"
permissible limit of error,अशुद्‌धि की अनुमेय सीमा
permutation,क्रमचय
permutation group,क्रमचय समूह
permutation matrix,क्रमचय-आव्यूह
permutation method,क्रमचय विधि
perpendicular,लंब
perpendicularity,लंबता
perpendicularly,"लंबतः, अनुलंब"
perpendicular plane,लंब समतल
personnel-assignment problem,कर्मचारी नियतन समस्या
PERT (program evaluation review technique),पर्ट
