English,Hindi
intellect,समझ;मति;बुद्धि;ज्ञान
intellectual,बुद्धि संबन्धी;बुद्धि विषयक
intelligence,समझ;मति;ज्ञान;शिक्षा;समाचार
intelligencer,समाचार लाने वाला;भेदिया
intelligent,समझदार;होशियार;बुद्धिमान;कुशल
intelligentsia,पडे लिखे लोग;सुशिक्षित समाज
intelligible,बोधनीय;साफ
intemperate,अतिभोजी;अमित भोगी;पानासक्त
intend,नियत रखना;इरादा करना
intense,खिंचा हुआ;अधिक;तीव्र;प्रचण्ड
intensely,तेजी से;प्रचण्डता से
intensify,तेज करना;प्रचण्ड होना
intensity,आधिक्य;तीव्रता;गाढता;अधिकता
intensively,अधिकता से
intent,अत्यन्त परिश्रमी;लवलीन;निष्ठ
intention,लक्ष्य;आकांक्षा;अभिप्राय;आशय
intentional,जानबूझकर;जाना बूझा
intentionally,जान बूझ कर;स्वेच्छा से
intently,जी लगाकर;मेहनत से;लालसा से
inter,गाडना;मट्टी देना
intercede,अनुनय करना;सिफारिश करना
intercept,रास्ता बन्द करना
interception,रोकना;रोक;अटकाव
intercession,बीचबचाव
interchange,अदला बदला करना;फेर फार करना
intercourse,बोल चाल;लेन देन
interdict,रोक टोक;निषेध
interest,प्रभाव;लाभ;हित;भाग
interesting,चित्ताकर्षक;मनोहर
interfere,बीच में पडना;हाथ डालना
interference,बीच बचाव;मुठभेड;हस्तक्षेप
interim,अल्पकालीन;बीच का समय;मध्यकाल
interior,भीतरी;भीतर का;भीतर;अन्दर
interject,बीच में डालना;प्रवेश कराना
interlock,मिलाना;आलिङ्गन करना
interloper,हस्तक्षेप करने वाला
interlude,अवकाश;बीच का कार्यक्रम
intermediary,बीच का;मध्यस्थ;मध्यवर्ती
intermediate,बीच का;मध्यवर्ती;दर्मियानी
interminable,अनन्त;अपार;बेहद
intermission,छुट्टी;निवृत्ति;विराम
intermittent,अन्तरे का
internal,आन्तरिक;भीतरी;देशी;वास्तविक
international,आन्तर्राष्ट्रीय;आपस का
internationalism,आन्तर्राष्ट्रीयता
internationalist,अन्तर्राष्ट्रीयतावादी
internecine,परस्पर विनाश कारी;घातक
interpret,अर्थ करना;व्याख्या करना
interpretation,बयान;व्याख्या;अर्थ प्रकाशन
interpreter,अनुवादक
interrogate,प्रश्न करना;पूछना
interrogation,पूछ ताछ;प्रश्न;सवाल
interrupt,बीच में पडना;दखल देना
interruption,रुकावट;आड;भंग;विघ्न;हस्तक्षेप
intersection,बराबर का कटान;परस्परच्छेद
intersperse,फैलाना;छितराना;बिखराना
intertwine,बटना;लपेटना
interval,अन्तर;मध्य स्थान;मध्य काल
intervene,आडे आना
intervention,बीच बिचाव;आड;मध्यवर्तन
interview,मुलाकात;भेंट;दर्शन;सलाह;समागम
